START RECORDING at 22/02/2021 15:02:26
Elapsed(sec),Counter
21.520,16.30
21.654,16.40
21.788,16.50
21.923,16.60
22.060,16.70
22.196,16.80
22.333,16.90
22.471,17.00
22.607,17.10
22.743,17.20
22.879,17.30
23.018,17.40
23.157,17.50
23.297,17.60
23.437,17.70
23.577,17.80
23.718,17.90
23.859,18.00
23.999,18.10
24.137,18.20
24.274,18.30
24.412,18.40
24.550,18.50
24.688,18.60
24.827,18.70
24.964,18.80
25.102,18.90
25.240,19.00
25.377,19.10
25.512,19.20
25.646,19.30
25.781,19.40
25.915,19.50
26.050,19.60
26.185,19.70
26.319,19.80
26.454,19.90
26.589,20.00
26.723,20.10
26.855,20.20
26.987,20.30
27.120,20.40
27.252,20.50
27.385,20.60
27.519,20.70
27.651,20.80
27.785,20.90
27.918,21.00
28.051,21.10
28.181,21.20
28.311,21.30
28.441,21.40
28.571,21.50
28.701,21.60
28.830,21.70
28.959,21.80
29.089,21.90
29.218,22.00
29.347,22.10
29.474,22.20
29.601,22.30
29.728,22.40
29.854,22.50
29.981,22.60
30.107,22.70
30.232,22.80
30.357,22.90
30.482,23.00
30.607,23.10
30.730,23.20
30.852,23.30
30.975,23.40
31.097,23.50
31.220,23.60
31.343,23.70
31.465,23.80
31.588,23.90
31.711,24.00
31.833,24.10
31.953,24.20
32.073,24.30
32.195,24.40
32.316,24.50
32.437,24.60
32.559,24.70
32.681,24.80
32.804,24.90
32.927,25.00
33.049,25.10
33.171,25.20
33.292,25.30
33.415,25.40
33.538,25.50
33.662,25.60
33.787,25.70
33.912,25.80
34.037,25.90
34.162,26.00
34.287,26.10
34.410,26.20
34.532,26.30
34.655,26.40
34.778,26.50
34.901,26.60
35.025,26.70
35.148,26.80
35.273,26.90
35.397,27.00
35.522,27.10
35.645,27.20
35.768,27.30
35.892,27.40
36.016,27.50
36.140,27.60
36.265,27.70
36.389,27.80
36.514,27.90
36.640,28.00
36.766,28.10
36.890,28.20
37.015,28.30
37.141,28.40
37.268,28.50
37.394,28.60
37.521,28.70
37.648,28.80
37.775,28.90
37.903,29.00
38.028,29.10
38.153,29.20
38.277,29.30
38.403,29.40
38.527,29.50
38.651,29.60
38.776,29.70
38.900,29.80
39.024,29.90
39.148,30.00
39.271,30.10
39.393,30.20
39.515,30.30
39.637,30.40
39.760,30.50
39.882,30.60
40.006,30.70
40.129,30.80
40.252,30.90
40.377,31.00
40.500,31.10
40.623,31.20
40.746,31.30
40.870,31.40
40.993,31.50
41.117,31.60
41.242,31.70
41.366,31.80
41.491,31.90
41.617,32.00
41.741,32.10
41.865,32.20
41.988,32.30
42.113,32.40
42.238,32.50
42.362,32.60
42.488,32.70
42.614,32.80
42.743,32.90
42.872,33.00
43.000,33.10
43.128,33.20
43.256,33.30
43.386,33.40
43.516,33.50
43.646,33.60
43.777,33.70
43.908,33.80
44.040,33.90
44.172,34.00
44.303,34.10
44.433,34.20
44.562,34.30
44.691,34.40
44.821,34.50
44.950,34.60
45.080,34.70
45.209,34.80
45.339,34.90
45.469,35.00
45.598,35.10
45.726,35.20
45.853,35.30
45.980,35.40
46.107,35.50
46.235,35.60
46.362,35.70
46.489,35.80
46.617,35.90
46.745,36.00
46.873,36.10
47.000,36.20
47.126,36.30
47.254,36.40
47.381,36.50
47.509,36.60
47.638,36.70
47.766,36.80
47.895,36.90
48.024,37.00
48.152,37.10
48.279,37.20
48.406,37.30
48.534,37.40
48.661,37.50
48.789,37.60
48.917,37.70
49.045,37.80
49.174,37.90
49.303,38.00
49.431,38.10
49.559,38.20
49.686,38.30
49.815,38.40
49.944,38.50
50.073,38.60
50.202,38.70
50.331,38.80
50.461,38.90
50.590,39.00
50.719,39.10
50.846,39.20
50.973,39.30
51.101,39.40
51.229,39.50
51.358,39.60
51.487,39.70
51.616,39.80
51.745,39.90
51.874,40.00
52.002,40.10
52.128,40.20
52.254,40.30
52.380,40.40
52.507,40.50
52.634,40.60
52.761,40.70
52.888,40.80
53.016,40.90
53.144,41.00
53.271,41.10
53.397,41.20
53.522,41.30
53.648,41.40
53.775,41.50
53.901,41.60
54.028,41.70
54.155,41.80
54.282,41.90
54.410,42.00
54.537,42.10
54.664,42.20
54.790,42.30
54.917,42.40
55.045,42.50
55.174,42.60
55.303,42.70
55.432,42.80
55.561,42.90
55.691,43.00
55.820,43.10
55.947,43.20
56.074,43.30
56.203,43.40
56.331,43.50
56.460,43.60
56.590,43.70
56.720,43.80
56.851,43.90
56.982,44.00
57.113,44.10
57.241,44.20
57.369,44.30
57.499,44.40
57.628,44.50
57.757,44.60
57.887,44.70
58.016,44.80
58.146,44.90
58.277,45.00
58.406,45.10
58.534,45.20
58.661,45.30
58.789,45.40
58.917,45.50
59.045,45.60
59.174,45.70
59.302,45.80
59.432,45.90
59.562,46.00
59.691,46.10
59.820,46.20
59.948,46.30
60.077,46.40
60.206,46.50
60.336,46.60
60.467,46.70
60.597,46.80
60.728,46.90
60.861,47.00
60.993,47.10
61.124,47.20
61.255,47.30
61.388,47.40
61.521,47.50
61.654,47.60
61.789,47.70
61.924,47.80
62.059,47.90
62.196,48.00
62.331,48.10
62.464,48.20
62.597,48.30
62.731,48.40
62.865,48.50
63.000,48.60
63.136,48.70
63.272,48.80
63.408,48.90
63.545,49.00
63.682,49.10
63.818,49.20
63.953,49.30
64.089,49.40
64.226,49.50
64.363,49.60
64.502,49.70
64.640,49.80
64.779,49.90
64.918,50.00
65.056,50.10
65.193,50.20
65.329,50.30
65.466,50.40
65.603,50.50
65.741,50.60
65.880,50.70
66.019,50.80
66.158,50.90
66.298,51.00
66.436,51.10
66.572,51.20
66.708,51.30
66.845,51.40
66.982,51.50
67.120,51.60
67.260,51.70
67.400,51.80
67.541,51.90
67.684,52.00
67.826,52.10
67.967,52.20
68.109,52.30
68.254,52.40
68.398,52.50
68.543,52.60
68.688,52.70
68.832,52.80
68.977,52.90
69.122,53.00
69.265,53.10
69.408,53.20
69.549,53.30
69.692,53.40
69.835,53.50
69.977,53.60
70.120,53.70
70.261,53.80
70.403,53.90
70.545,54.00
70.685,54.10
70.824,54.20
70.961,54.30
71.100,54.40
71.237,54.50
71.374,54.60
71.511,54.70
71.647,54.80
71.783,54.90
71.919,55.00
72.053,55.10
72.186,55.20
72.318,55.30
72.451,55.40
72.584,55.50
72.717,55.60
72.851,55.70
72.984,55.80
73.118,55.90
73.252,56.00
73.386,56.10
73.518,56.20
73.650,56.30
73.783,56.40
73.916,56.50
74.050,56.60
74.185,56.70
74.321,56.80
74.458,56.90
74.596,57.00
74.733,57.10
74.870,57.20
75.007,57.30
75.146,57.40
75.285,57.50
75.424,57.60
75.563,57.70
75.701,57.80
75.839,57.90
75.977,58.00
76.113,58.10
76.248,58.20
76.381,58.30
76.515,58.40
76.649,58.50
76.783,58.60
76.916,58.70
77.049,58.80
77.181,58.90
77.314,59.00
77.445,59.10
77.575,59.20
77.704,59.30
77.833,59.40
77.962,59.50
78.092,59.60
78.221,59.70
78.350,59.80
78.480,59.90
78.610,60.00
78.740,60.10
78.868,60.20
78.996,60.30
79.125,60.40
79.253,60.50
79.382,60.60
79.511,60.70
79.640,60.80
79.770,60.90
79.901,61.00
80.030,61.10
80.159,61.20
80.286,61.30
80.415,61.40
80.543,61.50
80.672,61.60
80.801,61.70
80.930,61.80
81.059,61.90
81.189,62.00
81.318,62.10
81.447,62.20
81.574,62.30
81.703,62.40
81.831,62.50
81.960,62.60
82.089,62.70
82.218,62.80
82.348,62.90
82.477,63.00
82.604,63.10
82.731,63.20
82.856,63.30
82.982,63.40
83.108,63.50
83.233,63.60
83.359,63.70
83.482,63.80
83.606,63.90
83.729,64.00
83.850,64.10
83.971,64.20
84.090,64.30
84.211,64.40
84.330,64.50
84.450,64.60
84.571,64.70
84.690,64.80
84.811,64.90
84.931,65.00
85.051,65.10
85.171,65.20
85.290,65.30
85.410,65.40
85.530,65.50
85.650,65.60
85.771,65.70
85.890,65.80
86.011,65.90
86.131,66.00
86.251,66.10
86.370,66.20
86.488,66.30
86.607,66.40
86.726,66.50
86.846,66.60
86.966,66.70
87.085,66.80
87.205,66.90
87.325,67.00
87.444,67.10
87.562,67.20
87.679,67.30
87.798,67.40
87.917,67.50
88.036,67.60
88.155,67.70
88.273,67.80
88.393,67.90
88.513,68.00
88.633,68.10
88.753,68.20
88.872,68.30
88.993,68.40
89.114,68.50
89.236,68.60
89.359,68.70
89.481,68.80
89.604,68.90
89.728,69.00
89.851,69.10
89.974,69.20
90.096,69.30
90.220,69.40
90.344,69.50
90.468,69.60
90.593,69.70
90.717,69.80
90.843,69.90
90.969,70.00
91.094,70.10
91.218,70.20
91.342,70.30
91.467,70.40
91.592,70.50
91.718,70.60
91.844,70.70
91.970,70.80
92.097,70.90
92.224,71.00
92.351,71.10
92.478,71.20
92.605,71.30
92.733,71.40
92.861,71.50
92.990,71.60
93.120,71.70
93.250,71.80
93.381,71.90
93.512,72.00
93.643,72.10
93.774,72.20
93.905,72.30
94.037,72.40
94.169,72.50
94.302,72.60
94.436,72.70
94.569,72.80
94.703,72.90
94.838,73.00
94.972,73.10
95.106,73.20
95.239,73.30
95.374,73.40
95.509,73.50
95.645,73.60
95.781,73.70
95.917,73.80
96.055,73.90
96.192,74.00
96.329,74.10
96.465,74.20
96.600,74.30
96.737,74.40
96.873,74.50
97.011,74.60
97.148,74.70
97.286,74.80
97.424,74.90
97.563,75.00
97.701,75.10
97.837,75.20
97.973,75.30
98.110,75.40
98.247,75.50
98.385,75.60
98.523,75.70
98.660,75.80
98.799,75.90
98.937,76.00
99.075,76.10
99.212,76.20
99.347,76.30
99.484,76.40
99.620,76.50
99.756,76.60
99.894,76.70
100.030,76.80
100.168,76.90
100.306,77.00
100.442,77.10
100.578,77.20
100.713,77.30
100.849,77.40
100.984,77.50
101.121,77.60
101.259,77.70
101.398,77.80
101.539,77.90
101.681,78.00
101.823,78.10
101.964,78.20
102.106,78.30
102.250,78.40
102.394,78.50
102.538,78.60
102.684,78.70
102.828,78.80
102.974,78.90
103.121,79.00
103.266,79.10
103.410,79.20
103.554,79.30
103.700,79.40
103.847,79.50
103.994,79.60
104.141,79.70
104.288,79.80
104.436,79.90
104.584,80.00
104.730,80.10
104.874,80.20
105.017,80.30
105.160,80.40
105.303,80.50
105.445,80.60
105.587,80.70
105.728,80.80
105.870,80.90
106.011,81.00
106.151,81.10
106.289,81.20
106.425,81.30
106.562,81.40
106.699,81.50
106.836,81.60
106.973,81.70
107.108,81.80
107.244,81.90
107.380,82.00
107.516,82.10
107.649,82.20
107.782,82.30
107.917,82.40
108.051,82.50
108.186,82.60
108.321,82.70
108.457,82.80
108.595,82.90
108.734,83.00
108.872,83.10
109.011,83.20
109.150,83.30
109.291,83.40
109.431,83.50
109.572,83.60
109.713,83.70
109.853,83.80
109.994,83.90
110.135,84.00
110.275,84.10
110.414,84.20
110.551,84.30
110.690,84.40
110.827,84.50
110.964,84.60
111.101,84.70
111.237,84.80
111.374,84.90
111.511,85.00
111.647,85.10
111.782,85.20
111.917,85.30
112.052,85.40
112.188,85.50
112.323,85.60
112.458,85.70
112.593,85.80
112.729,85.90
112.865,86.00
112.999,86.10
113.132,86.20
113.263,86.30
113.395,86.40
113.528,86.50
113.660,86.60
113.794,86.70
113.927,86.80
114.060,86.90
114.194,87.00
114.327,87.10
114.459,87.20
114.589,87.30
114.721,87.40
114.853,87.50
114.985,87.60
115.117,87.70
115.249,87.80
115.381,87.90
115.514,88.00
115.645,88.10
115.776,88.20
115.906,88.30
116.037,88.40
116.168,88.50
116.299,88.60
116.430,88.70
116.561,88.80
116.694,88.90
116.827,89.00
116.958,89.10
117.089,89.20
117.218,89.30
117.350,89.40
117.481,89.50
117.613,89.60
117.746,89.70
117.878,89.80
118.010,89.90
118.143,90.00
118.274,90.10
118.405,90.20
118.534,90.30
118.665,90.40
118.795,90.50
118.924,90.60
119.054,90.70
119.184,90.80
119.313,90.90
119.443,91.00
119.572,91.10
119.700,91.20
119.827,91.30
119.955,91.40
120.082,91.50
120.210,91.60
120.338,91.70
120.465,91.80
120.593,91.90
120.721,92.00
120.849,92.10
120.975,92.20
121.101,92.30
121.228,92.40
121.356,92.50
121.484,92.60
121.613,92.70
121.742,92.80
121.872,92.90
122.002,93.00
122.132,93.10
122.261,93.20
122.390,93.30
122.521,93.40
122.652,93.50
122.784,93.60
122.917,93.70
123.050,93.80
123.184,93.90
123.318,94.00
123.451,94.10
123.583,94.20
123.714,94.30
123.845,94.40
123.976,94.50
124.107,94.60
124.238,94.70
124.369,94.80
124.500,94.90
124.631,95.00
124.761,95.10
124.891,95.20
125.019,95.30
125.150,95.40
125.281,95.50
125.412,95.60
125.545,95.70
125.679,95.80
125.814,95.90
125.951,96.00
126.088,96.10
126.225,96.20
126.362,96.30
126.502,96.40
126.642,96.50
126.783,96.60
126.924,96.70
127.064,96.80
127.205,96.90
127.346,97.00
127.485,97.10
127.623,97.20
127.760,97.30
127.898,97.40
128.035,97.50
128.171,97.60
128.308,97.70
128.443,97.80
128.578,97.90
128.714,98.00
128.849,98.10
128.983,98.20
129.115,98.30
129.249,98.40
129.382,98.50
129.514,98.60
129.646,98.70
129.778,98.80
129.910,98.90
130.043,99.00
130.175,99.10
130.306,99.20
130.436,99.30
130.567,99.40
130.699,99.50
130.830,99.60
130.962,99.70
131.094,99.80
131.226,99.90
131.359,100.00
131.491,100.10
131.621,100.20
131.750,100.30
131.880,100.40
132.010,100.50
132.140,100.60
132.271,100.70
132.402,100.80
132.533,100.90
132.665,101.00
132.796,101.10
132.926,101.20
133.056,101.30
133.187,101.40
133.318,101.50
133.449,101.60
133.582,101.70
133.715,101.80
133.849,101.90
133.985,102.00
134.120,102.10
134.254,102.20
134.388,102.30
134.525,102.40
134.661,102.50
134.798,102.60
134.934,102.70
135.070,102.80
135.206,102.90
135.342,103.00
135.478,103.10
135.611,103.20
135.743,103.30
135.877,103.40
136.010,103.50
136.142,103.60
136.274,103.70
136.405,103.80
136.536,103.90
136.667,104.00
136.798,104.10
136.927,104.20
137.056,104.30
137.186,104.40
137.315,104.50
137.445,104.60
137.574,104.70
137.703,104.80
137.833,104.90
137.963,105.00
138.092,105.10
138.220,105.20
138.347,105.30
138.475,105.40
138.602,105.50
138.730,105.60
138.858,105.70
138.986,105.80
139.114,105.90
139.243,106.00
139.371,106.10
139.498,106.20
139.624,106.30
139.751,106.40
139.878,106.50
140.005,106.60
140.133,106.70
140.260,106.80
140.389,106.90
140.518,107.00
140.646,107.10
140.774,107.20
140.900,107.30
141.028,107.40
141.156,107.50
141.285,107.60
141.414,107.70
141.543,107.80
141.673,107.90
141.803,108.00
141.933,108.10
142.062,108.20
142.190,108.30
142.320,108.40
142.450,108.50
142.581,108.60
142.712,108.70
142.844,108.80
142.977,108.90
143.110,109.00
143.242,109.10
143.373,109.20
143.504,109.30
143.638,109.40
143.771,109.50
143.905,109.60
144.040,109.70
144.176,109.80
144.314,109.90
144.453,110.00
144.591,110.10
144.729,110.20
144.867,110.30
145.008,110.40
145.149,110.50
145.291,110.60
145.434,110.70
145.577,110.80
145.720,110.90
145.862,111.00
146.003,111.10
146.141,111.20
146.279,111.30
146.417,111.40
146.555,111.50
146.692,111.60
146.830,111.70
146.966,111.80
147.103,111.90
147.239,112.00
147.373,112.10
147.506,112.20
147.637,112.30
147.770,112.40
147.902,112.50
148.035,112.60
148.168,112.70
148.301,112.80
148.434,112.90
148.568,113.00
148.700,113.10
148.830,113.20
148.960,113.30
149.090,113.40
149.220,113.50
149.350,113.60
149.481,113.70
149.611,113.80
149.742,113.90
149.874,114.00
150.005,114.10
150.136,114.20
150.265,114.30
150.396,114.40
150.527,114.50
150.658,114.60
150.790,114.70
150.921,114.80
151.053,114.90
151.187,115.00
151.319,115.10
151.451,115.20
151.581,115.30
151.714,115.40
151.845,115.50
151.978,115.60
152.112,115.70
152.245,115.80
152.380,115.90
152.514,116.00
152.647,116.10
152.778,116.20
152.908,116.30
153.038,116.40
153.168,116.50
153.298,116.60
153.427,116.70
153.557,116.80
153.687,116.90
153.818,117.00
153.948,117.10
154.077,117.20
154.205,117.30
154.334,117.40
154.462,117.50
154.591,117.60
154.720,117.70
154.849,117.80
154.978,117.90
155.108,118.00
155.236,118.10
155.363,118.20
155.489,118.30
155.616,118.40
155.742,118.50
155.868,118.60
155.995,118.70
156.120,118.80
156.245,118.90
156.371,119.00
156.496,119.10
156.620,119.20
156.744,119.30
156.869,119.40
156.995,119.50
157.120,119.60
157.247,119.70
157.373,119.80
157.499,119.90
157.627,120.00
157.754,120.10
157.880,120.20
158.006,120.30
158.133,120.40
158.260,120.50
158.388,120.60
158.517,120.70
158.645,120.80
158.774,120.90
158.904,121.00
159.034,121.10
159.163,121.20
159.291,121.30
159.421,121.40
159.551,121.50
159.681,121.60
159.813,121.70
159.943,121.80
160.075,121.90
160.208,122.00
160.340,122.10
160.471,122.20
160.601,122.30
160.733,122.40
160.864,122.50
160.995,122.60
161.127,122.70
161.259,122.80
161.391,122.90
161.523,123.00
161.655,123.10
161.786,123.20
161.916,123.30
162.047,123.40
162.178,123.50
162.309,123.60
162.443,123.70
162.579,123.80
162.718,123.90
162.859,124.00
163.002,124.10
163.147,124.20
163.293,124.30
163.443,124.40
163.595,124.50
163.751,124.60
163.911,124.70
164.073,124.80
164.240,124.90
164.410,125.00
164.577,125.10
164.740,125.20
164.901,125.30
165.062,125.40
165.221,125.50
165.379,125.60
165.536,125.70
165.691,125.80
165.845,125.90
165.999,126.00
166.150,126.10
166.299,126.20
166.446,126.30
166.594,126.40
166.742,126.50
166.889,126.60
167.038,126.70
167.185,126.80
167.333,126.90
167.481,127.00
167.628,127.10
167.773,127.20
167.917,127.30
168.061,127.40
168.205,127.50
168.349,127.60
168.493,127.70
168.635,127.80
168.778,127.90
168.921,128.00
169.063,128.10
169.203,128.20
169.342,128.30
169.482,128.40
169.622,128.50
169.762,128.60
169.902,128.70
170.041,128.80
170.181,128.90
170.320,129.00
170.459,129.10
170.597,129.20
170.733,129.30
170.872,129.40
171.012,129.50
171.152,129.60
171.294,129.70
171.437,129.80
171.582,129.90
171.728,130.00
171.875,130.10
172.021,130.20
172.167,130.30
172.316,130.40
172.466,130.50
172.617,130.60
172.769,130.70
172.920,130.80
173.071,130.90
173.223,131.00
173.372,131.10
173.519,131.20
173.664,131.30
173.811,131.40
173.957,131.50
174.103,131.60
174.247,131.70
174.390,131.80
174.533,131.90
174.676,132.00
174.816,132.10
174.955,132.20
175.092,132.30
175.231,132.40
175.368,132.50
175.506,132.60
175.644,132.70
175.780,132.80
175.918,132.90
176.055,133.00
176.191,133.10
176.326,133.20
176.459,133.30
176.594,133.40
176.728,133.50
176.863,133.60
176.999,133.70
177.134,133.80
177.270,133.90
177.407,134.00
177.542,134.10
177.676,134.20
177.810,134.30
177.944,134.40
178.078,134.50
178.213,134.60
178.348,134.70
178.483,134.80
178.619,134.90
178.755,135.00
178.891,135.10
179.024,135.20
179.158,135.30
179.292,135.40
179.426,135.50
179.560,135.60
179.694,135.70
179.828,135.80
179.962,135.90
180.096,136.00
180.229,136.10
180.361,136.20
180.492,136.30
180.623,136.40
180.754,136.50
180.885,136.60
181.016,136.70
181.146,136.80
181.277,136.90
181.409,137.00
181.539,137.10
181.668,137.20
181.797,137.30
181.927,137.40
182.056,137.50
182.186,137.60
182.317,137.70
182.447,137.80
182.578,137.90
182.710,138.00
182.841,138.10
182.971,138.20
183.101,138.30
183.232,138.40
183.363,138.50
183.494,138.60
183.627,138.70
183.758,138.80
183.891,138.90
184.025,139.00
184.159,139.10
184.292,139.20
184.425,139.30
184.559,139.40
184.693,139.50
184.827,139.60
184.962,139.70
185.096,139.80
185.231,139.90
185.367,140.00
185.502,140.10
185.637,140.20
185.771,140.30
185.906,140.40
186.042,140.50
186.178,140.60
186.316,140.70
186.452,140.80
186.590,140.90
186.729,141.00
186.868,141.10
187.006,141.20
187.143,141.30
187.282,141.40
187.421,141.50
187.561,141.60
187.703,141.70
187.844,141.80
187.986,141.90
188.130,142.00
188.273,142.10
188.415,142.20
188.557,142.30
188.701,142.40
188.846,142.50
188.990,142.60
189.136,142.70
189.282,142.80
189.429,142.90
189.576,143.00
189.722,143.10
189.866,143.20
190.009,143.30
190.155,143.40
190.300,143.50
190.447,143.60
190.595,143.70
190.744,143.80
190.896,143.90
191.050,144.00
191.205,144.10
191.360,144.20
191.515,144.30
191.673,144.40
191.830,144.50
191.987,144.60
192.145,144.70
192.303,144.80
192.461,144.90
192.619,145.00
192.774,145.10
192.927,145.20
193.078,145.30
193.229,145.40
193.379,145.50
193.528,145.60
193.677,145.70
193.824,145.80
193.972,145.90
194.120,146.00
194.266,146.10
194.410,146.20
194.552,146.30
194.695,146.40
194.837,146.50
194.979,146.60
195.122,146.70
195.264,146.80
195.406,146.90
195.549,147.00
195.691,147.10
195.830,147.20
195.969,147.30
196.108,147.40
196.247,147.50
196.387,147.60
196.526,147.70
196.666,147.80
196.806,147.90
196.946,148.00
197.086,148.10
197.224,148.20
197.361,148.30
197.501,148.40
197.640,148.50
197.780,148.60
197.920,148.70
198.060,148.80
198.201,148.90
198.342,149.00
198.481,149.10
198.620,149.20
198.757,149.30
198.897,149.40
199.036,149.50
199.175,149.60
199.315,149.70
199.455,149.80
199.596,149.90
199.737,150.00
199.876,150.10
200.015,150.20
200.152,150.30
200.291,150.40
200.430,150.50
200.569,150.60
200.708,150.70
200.846,150.80
200.985,150.90
201.125,151.00
201.263,151.10
201.401,151.20
201.537,151.30
201.675,151.40
201.812,151.50
201.950,151.60
202.089,151.70
202.228,151.80
202.368,151.90
202.508,152.00
202.648,152.10
202.786,152.20
202.923,152.30
203.061,152.40
203.199,152.50
203.337,152.60
203.477,152.70
203.617,152.80
203.760,152.90
203.904,153.00
204.046,153.10
204.187,153.20
204.328,153.30
204.472,153.40
204.615,153.50
204.760,153.60
204.905,153.70
205.052,153.80
205.201,153.90
205.352,154.00
205.502,154.10
205.653,154.20
205.803,154.30
205.957,154.40
206.109,154.50
206.262,154.60
206.415,154.70
206.568,154.80
206.722,154.90
206.876,155.00
207.028,155.10
207.179,155.20
207.329,155.30
207.480,155.40
207.629,155.50
207.778,155.60
207.926,155.70
208.073,155.80
208.220,155.90
208.367,156.00
208.512,156.10
208.654,156.20
208.795,156.30
208.937,156.40
209.078,156.50
209.219,156.60
209.360,156.70
209.501,156.80
209.642,156.90
209.783,157.00
209.923,157.10
210.061,157.20
210.198,157.30
210.337,157.40
210.475,157.50
210.613,157.60
210.751,157.70
210.889,157.80
211.028,157.90
211.167,158.00
211.304,158.10
211.440,158.20
211.576,158.30
211.714,158.40
211.852,158.50
211.991,158.60
212.132,158.70
212.272,158.80
212.416,158.90
212.561,159.00
212.705,159.10
212.849,159.20
212.994,159.30
213.141,159.40
213.289,159.50
213.437,159.60
213.586,159.70
213.735,159.80
213.885,159.90
214.035,160.00
214.183,160.10
214.330,160.20
214.475,160.30
214.621,160.40
214.766,160.50
214.911,160.60
215.056,160.70
215.199,160.80
215.343,160.90
215.486,161.00
215.627,161.10
215.766,161.20
215.904,161.30
216.043,161.40
216.180,161.50
216.318,161.60
216.456,161.70
216.593,161.80
216.731,161.90
216.869,162.00
217.007,162.10
217.142,162.20
217.277,162.30
217.414,162.40
217.551,162.50
217.689,162.60
217.827,162.70
217.965,162.80
218.104,162.90
218.243,163.00
218.379,163.10
218.514,163.20
218.648,163.30
218.782,163.40
218.916,163.50
219.050,163.60
219.183,163.70
219.315,163.80
219.447,163.90
219.578,164.00
219.709,164.10
219.837,164.20
219.965,164.30
220.094,164.40
220.222,164.50
220.350,164.60
220.478,164.70
220.605,164.80
220.733,164.90
220.861,165.00
220.989,165.10
221.116,165.20
221.242,165.30
221.369,165.40
221.496,165.50
221.624,165.60
221.752,165.70
221.880,165.80
222.009,165.90
222.139,166.00
222.267,166.10
222.395,166.20
222.522,166.30
222.651,166.40
222.779,166.50
222.908,166.60
223.037,166.70
223.167,166.80
223.297,166.90
223.428,167.00
223.559,167.10
223.688,167.20
223.817,167.30
223.946,167.40
224.075,167.50
224.205,167.60
224.334,167.70
224.463,167.80
224.593,167.90
224.723,168.00
224.852,168.10
224.980,168.20
225.108,168.30
225.237,168.40
225.366,168.50
225.495,168.60
225.625,168.70
225.754,168.80
225.885,168.90
226.017,169.00
226.148,169.10
226.278,169.20
226.409,169.30
226.541,169.40
226.673,169.50
226.806,169.60
226.939,169.70
227.073,169.80
227.208,169.90
227.343,170.00
227.477,170.10
227.610,170.20
227.743,170.30
227.876,170.40
228.010,170.50
228.144,170.60
228.279,170.70
228.413,170.80
228.549,170.90
228.685,171.00
228.820,171.10
228.954,171.20
229.090,171.30
229.227,171.40
229.364,171.50
229.502,171.60
229.640,171.70
229.778,171.80
229.918,171.90
230.059,172.00
230.199,172.10
230.338,172.20
230.477,172.30
230.618,172.40
230.758,172.50
230.899,172.60
231.041,172.70
231.183,172.80
231.326,172.90
231.469,173.00
231.611,173.10
231.752,173.20
231.892,173.30
232.034,173.40
232.175,173.50
232.317,173.60
232.460,173.70
232.603,173.80
232.747,173.90
232.891,174.00
233.034,174.10
