START RECORDING at 22/02/2021 15:02:26
Elapsed(sec),Counter
87.815,57.60
87.965,57.70
88.115,57.80
88.266,57.90
88.418,58.00
88.570,58.10
88.724,58.20
88.876,58.30
89.025,58.40
89.173,58.50
89.319,58.60
89.466,58.70
89.613,58.80
89.762,58.90
89.912,59.00
90.063,59.10
90.215,59.20
90.367,59.30
90.516,59.40
90.663,59.50
90.809,59.60
90.955,59.70
91.100,59.80
91.246,59.90
91.391,60.00
91.537,60.10
91.682,60.20
91.826,60.30
91.969,60.40
92.111,60.50
92.253,60.60
92.397,60.70
92.540,60.80
92.686,60.90
92.832,61.00
92.980,61.10
93.128,61.20
93.276,61.30
93.423,61.40
93.568,61.50
93.713,61.60
93.860,61.70
94.008,61.80
94.156,61.90
94.306,62.00
94.457,62.10
94.610,62.20
94.762,62.30
94.914,62.40
95.068,62.50
95.221,62.60
95.377,62.70
95.532,62.80
95.690,62.90
95.849,63.00
96.009,63.10
96.171,63.20
96.333,63.30
96.496,63.40
96.659,63.50
96.821,63.60
96.986,63.70
97.151,63.80
97.318,63.90
97.487,64.00
97.658,64.10
97.832,64.20
98.005,64.30
98.176,64.40
98.344,64.50
98.511,64.60
98.678,64.70
98.845,64.80
99.012,64.90
99.180,65.00
99.349,65.10
99.519,65.20
99.686,65.30
99.851,65.40
100.012,65.50
100.171,65.60
100.331,65.70
100.490,65.80
100.651,65.90
100.813,66.00
100.977,66.10
101.143,66.20
101.309,66.30
101.475,66.40
101.640,66.50
101.805,66.60
101.970,66.70
102.136,66.80
102.305,66.90
102.475,67.00
102.647,67.10
102.823,67.20
102.997,67.30
103.170,67.40
103.343,67.50
103.516,67.60
103.689,67.70
103.862,67.80
104.036,67.90
104.211,68.00
104.387,68.10
104.566,68.20
104.743,68.30
104.921,68.40
105.100,68.50
105.279,68.60
105.460,68.70
105.642,68.80
105.827,68.90
106.015,69.00
106.205,69.10
106.399,69.20
106.593,69.30
106.789,69.40
106.986,69.50
107.184,69.60
107.385,69.70
107.587,69.80
107.791,69.90
107.998,70.00
108.208,70.10
108.423,70.20
108.636,70.30
108.848,70.40
109.058,70.50
109.266,70.60
109.472,70.70
109.675,70.80
109.877,70.90
110.078,71.00
110.280,71.10
110.484,71.20
110.686,71.30
110.890,71.40
111.092,71.50
111.293,71.60
111.495,71.70
111.695,71.80
111.893,71.90
112.090,72.00
112.288,72.10
112.487,72.20
112.685,72.30
112.884,72.40
113.082,72.50
113.277,72.60
113.471,72.70
113.662,72.80
113.856,72.90
114.050,73.00
114.247,73.10
114.447,73.20
114.647,73.30
114.847,73.40
115.049,73.50
115.250,73.60
115.452,73.70
115.653,73.80
115.857,73.90
116.061,74.00
116.267,74.10
116.476,74.20
116.684,74.30
116.889,74.40
117.091,74.50
117.290,74.60
117.488,74.70
117.684,74.80
117.880,74.90
118.077,75.00
118.276,75.10
118.478,75.20
118.678,75.30
118.876,75.40
119.071,75.50
119.267,75.60
119.462,75.70
119.656,75.80
119.850,75.90
120.042,76.00
120.236,76.10
120.431,76.20
120.626,76.30
120.822,76.40
121.018,76.50
121.212,76.60
121.405,76.70
121.596,76.80
121.786,76.90
121.977,77.00
122.167,77.10
122.360,77.20
122.552,77.30
122.745,77.40
122.937,77.50
123.129,77.60
123.320,77.70
123.508,77.80
123.696,77.90
123.881,78.00
124.066,78.10
124.252,78.20
124.437,78.30
124.623,78.40
124.808,78.50
124.991,78.60
125.173,78.70
125.355,78.80
125.537,78.90
125.718,79.00
125.901,79.10
126.084,79.20
126.264,79.30
126.441,79.40
126.613,79.50
126.784,79.60
126.955,79.70
127.124,79.80
127.293,79.90
127.462,80.00
127.632,80.10
127.802,80.20
127.971,80.30
128.137,80.40
128.298,80.50
128.458,80.60
128.618,80.70
128.777,80.80
128.938,80.90
129.100,81.00
129.263,81.10
129.427,81.20
129.589,81.30
129.748,81.40
129.904,81.50
130.059,81.60
130.217,81.70
130.374,81.80
130.534,81.90
130.694,82.00
130.856,82.10
131.019,82.20
131.180,82.30
131.338,82.40
131.493,82.50
131.646,82.60
131.802,82.70
131.957,82.80
132.113,82.90
132.270,83.00
132.429,83.10
132.588,83.20
132.747,83.30
132.902,83.40
133.055,83.50
133.206,83.60
133.358,83.70
133.511,83.80
133.666,83.90
133.822,84.00
133.979,84.10
134.137,84.20
134.293,84.30
134.446,84.40
134.597,84.50
134.747,84.60
134.897,84.70
135.047,84.80
135.199,84.90
135.353,85.00
135.507,85.10
135.663,85.20
135.819,85.30
135.972,85.40
136.122,85.50
136.272,85.60
136.422,85.70
136.573,85.80
136.727,85.90
136.881,86.00
137.037,86.10
137.194,86.20
137.349,86.30
137.503,86.40
137.654,86.50
137.805,86.60
137.956,86.70
138.108,86.80
138.263,86.90
138.418,87.00
138.575,87.10
138.734,87.20
138.891,87.30
139.046,87.40
139.199,87.50
139.351,87.60
139.503,87.70
139.656,87.80
139.810,87.90
139.965,88.00
140.121,88.10
140.278,88.20
140.434,88.30
140.589,88.40
140.741,88.50
140.892,88.60
141.045,88.70
141.197,88.80
141.352,88.90
141.508,89.00
141.665,89.10
141.824,89.20
141.982,89.30
142.138,89.40
142.291,89.50
142.443,89.60
142.595,89.70
142.746,89.80
142.898,89.90
143.051,90.00
143.204,90.10
143.359,90.20
143.513,90.30
143.668,90.40
143.824,90.50
143.980,90.60
144.138,90.70
144.296,90.80
144.456,90.90
144.617,91.00
144.780,91.10
144.944,91.20
145.108,91.30
145.269,91.40
145.429,91.50
145.589,91.60
145.751,91.70
145.913,91.80
146.077,91.90
146.243,92.00
146.410,92.10
146.579,92.20
146.747,92.30
146.912,92.40
147.075,92.50
147.236,92.60
147.398,92.70
147.560,92.80
147.724,92.90
147.888,93.00
148.054,93.10
148.223,93.20
148.390,93.30
148.555,93.40
148.717,93.50
148.877,93.60
149.039,93.70
149.201,93.80
149.364,93.90
149.529,94.00
149.694,94.10
149.861,94.20
150.026,94.30
150.189,94.40
150.349,94.50
150.507,94.60
150.665,94.70
150.823,94.80
150.982,94.90
151.142,95.00
151.302,95.10
151.463,95.20
151.623,95.30
151.783,95.40
151.943,95.50
152.105,95.60
152.271,95.70
152.437,95.80
152.607,95.90
152.778,96.00
152.952,96.10
153.129,96.20
153.307,96.30
153.487,96.40
153.667,96.50
153.849,96.60
154.032,96.70
154.215,96.80
154.402,96.90
154.591,97.00
154.784,97.10
154.979,97.20
155.175,97.30
155.370,97.40
155.566,97.50
155.762,97.60
155.959,97.70
156.157,97.80
156.356,97.90
156.554,98.00
156.755,98.10
156.960,98.20
157.165,98.30
157.373,98.40
157.581,98.50
157.786,98.60
157.992,98.70
158.195,98.80
158.398,98.90
158.600,99.00
158.804,99.10
159.011,99.20
159.217,99.30
159.421,99.40
159.625,99.50
159.827,99.60
160.027,99.70
160.226,99.80
160.427,99.90
160.629,100.00
160.833,100.10
161.038,100.20
161.238,100.30
161.430,100.40
161.616,100.50
161.797,100.60
161.976,100.70
162.154,100.80
162.332,100.90
162.509,101.00
162.687,101.10
162.865,101.20
163.042,101.30
163.214,101.40
163.383,101.50
163.550,101.60
163.716,101.70
163.883,101.80
164.051,101.90
164.220,102.00
164.389,102.10
164.559,102.20
164.727,102.30
164.892,102.40
165.054,102.50
165.215,102.60
165.377,102.70
165.538,102.80
165.700,102.90
165.862,103.00
166.025,103.10
166.189,103.20
166.353,103.30
166.516,103.40
166.678,103.50
166.838,103.60
167.000,103.70
167.160,103.80
167.322,103.90
167.484,104.00
167.648,104.10
167.813,104.20
167.977,104.30
168.138,104.40
168.295,104.50
168.451,104.60
168.608,104.70
168.764,104.80
168.921,104.90
169.080,105.00
169.240,105.10
169.402,105.20
169.563,105.30
169.721,105.40
169.876,105.50
170.029,105.60
170.183,105.70
170.337,105.80
170.492,105.90
170.648,106.00
170.805,106.10
170.964,106.20
171.122,106.30
171.276,106.40
171.428,106.50
171.578,106.60
171.730,106.70
171.881,106.80
172.033,106.90
172.187,107.00
172.341,107.10
172.496,107.20
172.649,107.30
172.798,107.40
172.945,107.50
173.091,107.60
173.237,107.70
173.383,107.80
173.530,107.90
173.679,108.00
173.828,108.10
173.979,108.20
174.128,108.30
174.276,108.40
174.421,108.50
174.566,108.60
174.711,108.70
174.857,108.80
175.005,108.90
175.154,109.00
175.305,109.10
175.456,109.20
175.607,109.30
175.756,109.40
175.902,109.50
176.047,109.60
176.193,109.70
176.339,109.80
176.487,109.90
176.635,110.00
176.785,110.10
176.936,110.20
177.087,110.30
177.235,110.40
177.381,110.50
177.526,110.60
177.672,110.70
177.818,110.80
177.966,110.90
178.117,111.00
178.269,111.10
178.422,111.20
178.573,111.30
178.722,111.40
178.869,111.50
179.016,111.60
179.163,111.70
179.310,111.80
179.458,111.90
179.607,112.00
179.757,112.10
179.906,112.20
180.052,112.30
180.195,112.40
180.337,112.50
180.479,112.60
180.621,112.70
180.763,112.80
180.908,112.90
181.053,113.00
181.199,113.10
181.347,113.20
181.493,113.30
181.639,113.40
181.782,113.50
181.925,113.60
182.069,113.70
182.213,113.80
182.358,113.90
182.504,114.00
182.652,114.10
182.801,114.20
182.951,114.30
183.099,114.40
183.244,114.50
183.390,114.60
183.536,114.70
183.683,114.80
183.832,114.90
183.983,115.00
184.134,115.10
184.288,115.20
184.440,115.30
184.591,115.40
184.740,115.50
184.888,115.60
185.037,115.70
185.186,115.80
185.336,115.90
185.487,116.00
185.638,116.10
185.791,116.20
185.943,116.30
186.096,116.40
186.249,116.50
186.401,116.60
186.553,116.70
186.705,116.80
186.860,116.90
187.016,117.00
187.175,117.10
187.335,117.20
187.495,117.30
187.655,117.40
187.815,117.50
187.977,117.60
188.138,117.70
188.299,117.80
188.464,117.90
188.630,118.00
188.799,118.10
188.971,118.20
189.143,118.30
189.317,118.40
189.493,118.50
189.670,118.60
189.847,118.70
190.024,118.80
190.203,118.90
190.382,119.00
190.563,119.10
190.745,119.20
190.926,119.30
191.105,119.40
191.280,119.50
191.454,119.60
191.629,119.70
191.803,119.80
191.979,119.90
192.155,120.00
192.333,120.10
192.512,120.20
192.690,120.30
192.863,120.40
193.032,120.50
193.198,120.60
193.363,120.70
193.527,120.80
193.692,120.90
193.857,121.00
194.023,121.10
194.190,121.20
194.356,121.30
194.519,121.40
194.678,121.50
194.835,121.60
194.993,121.70
195.150,121.80
195.307,121.90
195.464,122.00
195.621,122.10
195.778,122.20
195.933,122.30
196.089,122.40
196.245,122.50
196.402,122.60
196.559,122.70
196.716,122.80
196.874,122.90
197.033,123.00
197.195,123.10
197.357,123.20
197.520,123.30
197.680,123.40
197.838,123.50
197.996,123.60
198.154,123.70
198.311,123.80
198.470,123.90
198.629,124.00
198.789,124.10
198.952,124.20
199.114,124.30
199.275,124.40
199.433,124.50
199.590,124.60
199.748,124.70
199.906,124.80
200.065,124.90
200.226,125.00
200.389,125.10
200.553,125.20
200.717,125.30
200.878,125.40
201.037,125.50
201.195,125.60
201.353,125.70
201.512,125.80
201.674,125.90
201.837,126.00
202.002,126.10
202.170,126.20
202.338,126.30
202.506,126.40
202.673,126.50
202.840,126.60
203.007,126.70
203.174,126.80
203.343,126.90
203.512,127.00
203.683,127.10
203.856,127.20
204.029,127.30
204.201,127.40
204.374,127.50
204.548,127.60
204.722,127.70
204.894,127.80
205.066,127.90
205.237,128.00
205.407,128.10
205.579,128.20
205.748,128.30
205.913,128.40
206.074,128.50
206.234,128.60
206.395,128.70
206.554,128.80
206.715,128.90
206.876,129.00
207.039,129.10
207.203,129.20
207.364,129.30
207.523,129.40
207.679,129.50
207.834,129.60
207.989,129.70
208.145,129.80
208.302,129.90
208.461,130.00
208.621,130.10
208.782,130.20
208.942,130.30
209.099,130.40
209.253,130.50
209.405,130.60
209.560,130.70
209.713,130.80
209.868,130.90
210.023,131.00
210.180,131.10
210.337,131.20
210.493,131.30
210.646,131.40
210.797,131.50
210.947,131.60
211.097,131.70
211.248,131.80
211.401,131.90
211.554,132.00
211.708,132.10
211.865,132.20
212.020,132.30
212.173,132.40
212.324,132.50
212.474,132.60
212.624,132.70
212.775,132.80
212.927,132.90
213.081,133.00
213.236,133.10
213.393,133.20
213.549,133.30
213.706,133.40
213.861,133.50
214.016,133.60
214.172,133.70
214.327,133.80
214.484,133.90
214.642,134.00
214.801,134.10
214.961,134.20
215.120,134.30
215.277,134.40
215.432,134.50
215.586,134.60
215.741,134.70
215.895,134.80
216.052,134.90
216.209,135.00
216.368,135.10
216.528,135.20
216.687,135.30
216.843,135.40
216.996,135.50
217.149,135.60
217.302,135.70
217.454,135.80
217.608,135.90
217.763,136.00
217.919,136.10
218.077,136.20
218.235,136.30
218.390,136.40
218.543,136.50
218.694,136.60
218.847,136.70
218.998,136.80
219.150,136.90
219.302,137.00
219.455,137.10
219.610,137.20
219.762,137.30
219.914,137.40
220.063,137.50
220.212,137.60
220.362,137.70
220.512,137.80
220.665,137.90
220.817,138.00
220.972,138.10
221.128,138.20
221.285,138.30
221.442,138.40
221.600,138.50
221.758,138.60
221.917,138.70
222.077,138.80
222.239,138.90
222.402,139.00
222.567,139.10
222.734,139.20
222.901,139.30
223.069,139.40
223.238,139.50
223.405,139.60
223.574,139.70
223.743,139.80
223.915,139.90
224.088,140.00
224.265,140.10
224.444,140.20
224.624,140.30
224.805,140.40
224.987,140.50
225.171,140.60
225.357,140.70
225.543,140.80
225.731,140.90
225.922,141.00
226.116,141.10
226.313,141.20
226.510,141.30
226.710,141.40
226.912,141.50
227.116,141.60
227.322,141.70
227.526,141.80
227.731,141.90
227.936,142.00
228.143,142.10
228.354,142.20
228.566,142.30
228.778,142.40
228.988,142.50
229.195,142.60
229.400,142.70
229.601,142.80
229.803,142.90
230.003,143.00
230.204,143.10
230.405,143.20
230.605,143.30
230.800,143.40
230.991,143.50
231.179,143.60
231.365,143.70
231.549,143.80
231.733,143.90
231.916,144.00
232.101,144.10
232.286,144.20
232.471,144.30
232.651,144.40
232.827,144.50
233.001,144.60
233.175,144.70
233.347,144.80
233.521,144.90
233.694,145.00
233.869,145.10
234.047,145.20
234.225,145.30
234.402,145.40
234.577,145.50
234.751,145.60
234.926,145.70
235.099,145.80
235.273,145.90
235.448,146.00
235.624,146.10
235.803,146.20
235.980,146.30
236.154,146.40
236.323,146.50
236.492,146.60
236.660,146.70
236.826,146.80
236.994,146.90
237.162,147.00
237.332,147.10
237.503,147.20
237.673,147.30
237.839,147.40
238.001,147.50
238.163,147.60
238.324,147.70
238.485,147.80
238.647,147.90
238.810,148.00
238.974,148.10
239.140,148.20
239.304,148.30
239.465,148.40
239.622,148.50
239.779,148.60
239.936,148.70
240.093,148.80
240.252,148.90
240.412,149.00
240.572,149.10
240.733,149.20
240.893,149.30
241.050,149.40
241.205,149.50
241.359,149.60
241.514,149.70
241.670,149.80
241.828,149.90
241.987,150.00
242.147,150.10
242.307,150.20
242.467,150.30
242.625,150.40
242.780,150.50
242.934,150.60
243.089,150.70
243.244,150.80
243.401,150.90
243.560,151.00
243.721,151.10
243.883,151.20
244.044,151.30
244.202,151.40
244.357,151.50
244.510,151.60
244.664,151.70
244.818,151.80
244.975,151.90
245.134,152.00
245.294,152.10
245.455,152.20
245.617,152.30
245.776,152.40
245.933,152.50
246.089,152.60
246.246,152.70
246.404,152.80
246.563,152.90
246.724,153.00
246.887,153.10
247.051,153.20
247.214,153.30
247.376,153.40
247.535,153.50
247.692,153.60
247.851,153.70
248.009,153.80
248.169,153.90
248.331,154.00
248.494,154.10
248.659,154.20
248.824,154.30
248.991,154.40
249.158,154.50
249.325,154.60
249.493,154.70
249.661,154.80
249.832,154.90
250.003,155.00
250.176,155.10
250.351,155.20
250.525,155.30
250.697,155.40
250.866,155.50
251.033,155.60
251.201,155.70
251.369,155.80
251.538,155.90
251.709,156.00
251.881,156.10
252.054,156.20
252.226,156.30
252.396,156.40
252.562,156.50
252.728,156.60
252.894,156.70
253.060,156.80
253.228,156.90
253.398,157.00
253.569,157.10
253.743,157.20
253.916,157.30
254.086,157.40
254.253,157.50
254.419,157.60
254.587,157.70
254.755,157.80
254.925,157.90
255.095,158.00
255.266,158.10
255.438,158.20
255.609,158.30
255.777,158.40
255.941,158.50
256.104,158.60
256.268,158.70
256.432,158.80
256.598,158.90
256.765,159.00
256.933,159.10
257.104,159.20
257.272,159.30
257.438,159.40
257.600,159.50
257.761,159.60
257.923,159.70
258.086,159.80
258.251,159.90
258.418,160.00
258.584,160.10
258.753,160.20
258.921,160.30
259.086,160.40
259.248,160.50
259.409,160.60
259.571,160.70
259.732,160.80
259.895,160.90
260.059,161.00
260.225,161.10
260.393,161.20
260.560,161.30
260.723,161.40
260.884,161.50
261.044,161.60
261.206,161.70
261.367,161.80
261.530,161.90
261.693,162.00
261.859,162.10
262.026,162.20
262.192,162.30
262.358,162.40
262.521,162.50
262.684,162.60
262.847,162.70
263.010,162.80
263.175,162.90
263.341,163.00
263.509,163.10
263.681,163.20
263.852,163.30
264.021,163.40
264.188,163.50
264.354,163.60
264.522,163.70
264.691,163.80
264.861,163.90
265.034,164.00
265.209,164.10
265.387,164.20
265.565,164.30
265.745,164.40
265.927,164.50
266.110,164.60
266.294,164.70
266.478,164.80
266.665,164.90
266.855,165.00
267.048,165.10
267.245,165.20
267.443,165.30
267.643,165.40
267.844,165.50
268.047,165.60
268.255,165.70
268.463,165.80
268.674,165.90
268.886,166.00
269.099,166.10
269.315,166.20
269.531,166.30
269.747,166.40
269.964,166.50
270.181,166.60
270.400,166.70
270.617,166.80
270.833,166.90
271.048,167.00
271.264,167.10
271.481,167.20
271.696,167.30
271.911,167.40
272.126,167.50
272.341,167.60
272.554,167.70
272.763,167.80
272.970,167.90
273.175,168.00
273.378,168.10
273.581,168.20
273.780,168.30
273.972,168.40
274.158,168.50
274.340,168.60
274.520,168.70
274.699,168.80
274.877,168.90
275.055,169.00
275.234,169.10
275.415,169.20
275.595,169.30
275.771,169.40
275.943,169.50
276.113,169.60
276.282,169.70
276.450,169.80
276.617,169.90
276.785,170.00
276.953,170.10
277.123,170.20
277.291,170.30
277.458,170.40
277.620,170.50
277.781,170.60
277.942,170.70
278.102,170.80
278.264,170.90
278.428,171.00
278.593,171.10
278.760,171.20
278.927,171.30
279.095,171.40
279.263,171.50
279.432,171.60
279.604,171.70
279.775,171.80
279.948,171.90
280.123,172.00
280.299,172.10
280.477,172.20
280.653,172.30
280.827,172.40
280.998,172.50
281.167,172.60
281.338,172.70
281.508,172.80
281.680,172.90
281.852,173.00
282.027,173.10
282.202,173.20
282.376,173.30
282.546,173.40
282.713,173.50
282.877,173.60
283.041,173.70
283.204,173.80
283.370,173.90
283.537,174.00
283.706,174.10
