START RECORDING at 22/02/2021 15:02:26
Elapsed(sec),Counter
17.086,19.70
17.171,19.80
17.257,19.90
17.342,20.00
17.427,20.10
17.512,20.20
17.597,20.30
17.681,20.40
17.766,20.50
17.850,20.60
17.934,20.70
18.018,20.80
18.102,20.90
18.186,21.00
18.271,21.10
18.354,21.20
18.437,21.30
18.520,21.40
18.603,21.50
18.687,21.60
18.769,21.70
18.852,21.80
18.936,21.90
19.018,22.00
19.101,22.10
19.184,22.20
19.267,22.30
19.350,22.40
19.433,22.50
19.516,22.60
19.598,22.70
19.681,22.80
19.765,22.90
19.848,23.00
19.931,23.10
20.014,23.20
20.097,23.30
20.180,23.40
20.263,23.50
20.346,23.60
20.428,23.70
20.511,23.80
20.595,23.90
20.677,24.00
20.761,24.10
20.844,24.20
20.927,24.30
21.011,24.40
21.095,24.50
21.178,24.60
21.261,24.70
21.345,24.80
21.429,24.90
21.512,25.00
21.596,25.10
21.680,25.20
21.764,25.30
21.848,25.40
21.932,25.50
22.017,25.60
22.100,25.70
22.185,25.80
22.270,25.90
22.355,26.00
22.441,26.10
22.525,26.20
22.611,26.30
22.696,26.40
22.782,26.50
22.867,26.60
22.952,26.70
23.038,26.80
23.124,26.90
23.210,27.00
23.296,27.10
23.382,27.20
23.468,27.30
23.555,27.40
23.642,27.50
23.729,27.60
23.815,27.70
23.903,27.80
23.991,27.90
24.078,28.00
24.167,28.10
24.254,28.20
24.342,28.30
24.430,28.40
24.518,28.50
24.606,28.60
24.693,28.70
24.782,28.80
24.871,28.90
24.959,29.00
25.048,29.10
25.136,29.20
25.226,29.30
25.316,29.40
25.406,29.50
25.495,29.60
25.585,29.70
25.675,29.80
25.767,29.90
25.857,30.00
25.949,30.10
26.039,30.20
26.130,30.30
26.222,30.40
26.313,30.50
26.404,30.60
26.494,30.70
26.585,30.80
26.677,30.90
26.768,31.00
26.859,31.10
26.950,31.20
27.042,31.30
27.134,31.40
27.226,31.50
27.318,31.60
27.409,31.70
27.502,31.80
27.595,31.90
27.688,32.00
27.781,32.10
27.874,32.20
27.967,32.30
28.061,32.40
28.155,32.50
28.250,32.60
28.343,32.70
28.438,32.80
28.533,32.90
28.628,33.00
28.723,33.10
28.817,33.20
28.913,33.30
29.009,33.40
29.105,33.50
29.201,33.60
29.296,33.70
29.393,33.80
29.491,33.90
29.588,34.00
29.685,34.10
29.782,34.20
29.880,34.30
29.978,34.40
30.075,34.50
30.172,34.60
30.268,34.70
30.365,34.80
30.462,34.90
30.559,35.00
30.655,35.10
30.751,35.20
30.848,35.30
30.946,35.40
31.044,35.50
31.142,35.60
31.239,35.70
31.337,35.80
31.437,35.90
31.535,36.00
31.635,36.10
31.733,36.20
31.833,36.30
31.933,36.40
32.033,36.50
32.133,36.60
32.232,36.70
32.332,36.80
32.432,36.90
32.531,37.00
32.630,37.10
32.729,37.20
32.828,37.30
32.927,37.40
33.027,37.50
33.126,37.60
33.224,37.70
33.323,37.80
33.423,37.90
33.522,38.00
33.621,38.10
33.719,38.20
33.817,38.30
33.914,38.40
34.011,38.50
34.107,38.60
34.202,38.70
34.298,38.80
34.395,38.90
34.491,39.00
34.588,39.10
34.684,39.20
34.781,39.30
34.878,39.40
34.973,39.50
35.068,39.60
35.161,39.70
35.255,39.80
35.349,39.90
35.442,40.00
35.536,40.10
35.628,40.20
35.721,40.30
35.814,40.40
35.906,40.50
35.998,40.60
36.089,40.70
36.180,40.80
36.272,40.90
36.362,41.00
36.453,41.10
36.543,41.20
36.633,41.30
36.724,41.40
36.815,41.50
36.906,41.60
36.996,41.70
37.088,41.80
37.180,41.90
37.271,42.00
37.362,42.10
37.453,42.20
37.544,42.30
37.635,42.40
37.726,42.50
37.817,42.60
37.908,42.70
37.999,42.80
38.091,42.90
38.182,43.00
38.273,43.10
38.364,43.20
38.457,43.30
38.549,43.40
38.640,43.50
38.732,43.60
38.823,43.70
38.916,43.80
39.008,43.90
39.100,44.00
39.192,44.10
39.284,44.20
39.376,44.30
39.468,44.40
39.560,44.50
39.652,44.60
39.742,44.70
39.834,44.80
39.926,44.90
40.016,45.00
40.108,45.10
40.198,45.20
40.290,45.30
40.382,45.40
40.473,45.50
40.565,45.60
40.656,45.70
40.748,45.80
40.840,45.90
40.931,46.00
41.023,46.10
41.115,46.20
41.207,46.30
41.299,46.40
41.392,46.50
41.484,46.60
41.575,46.70
41.668,46.80
41.760,46.90
41.852,47.00
41.945,47.10
42.037,47.20
42.129,47.30
42.221,47.40
42.313,47.50
42.405,47.60
42.495,47.70
42.587,47.80
42.678,47.90
42.768,48.00
42.860,48.10
42.950,48.20
43.041,48.30
43.132,48.40
43.223,48.50
43.314,48.60
43.403,48.70
43.494,48.80
43.585,48.90
43.675,49.00
43.765,49.10
43.854,49.20
43.945,49.30
44.035,49.40
44.126,49.50
44.217,49.60
44.306,49.70
44.397,49.80
44.489,49.90
44.579,50.00
44.671,50.10
44.761,50.20
44.853,50.30
44.945,50.40
45.037,50.50
45.129,50.60
45.219,50.70
45.311,50.80
45.404,50.90
45.495,51.00
45.588,51.10
45.679,51.20
45.771,51.30
45.864,51.40
45.957,51.50
46.049,51.60
46.141,51.70
46.234,51.80
46.328,51.90
46.421,52.00
46.515,52.10
46.608,52.20
46.702,52.30
46.796,52.40
46.890,52.50
46.984,52.60
47.078,52.70
47.172,52.80
47.266,52.90
47.360,53.00
47.454,53.10
47.547,53.20
47.641,53.30
47.735,53.40
47.828,53.50
47.921,53.60
48.014,53.70
48.107,53.80
48.201,53.90
48.294,54.00
48.387,54.10
48.480,54.20
48.573,54.30
48.666,54.40
48.758,54.50
48.851,54.60
48.942,54.70
49.035,54.80
49.127,54.90
49.219,55.00
49.311,55.10
49.403,55.20
49.497,55.30
49.590,55.40
49.684,55.50
49.779,55.60
49.872,55.70
49.967,55.80
50.062,55.90
50.156,56.00
50.251,56.10
50.345,56.20
50.440,56.30
50.536,56.40
50.630,56.50
50.725,56.60
50.820,56.70
50.915,56.80
51.010,56.90
51.104,57.00
51.199,57.10
51.292,57.20
51.387,57.30
51.482,57.40
51.576,57.50
51.670,57.60
51.763,57.70
51.857,57.80
51.952,57.90
52.046,58.00
52.141,58.10
52.235,58.20
52.331,58.30
52.427,58.40
52.522,58.50
52.618,58.60
52.714,58.70
52.811,58.80
52.908,58.90
53.005,59.00
53.102,59.10
53.199,59.20
53.296,59.30
53.393,59.40
53.490,59.50
53.586,59.60
53.681,59.70
53.777,59.80
53.872,59.90
53.966,60.00
54.061,60.10
54.153,60.20
54.246,60.30
54.338,60.40
54.430,60.50
54.521,60.60
54.611,60.70
54.702,60.80
54.793,60.90
54.883,61.00
54.973,61.10
55.061,61.20
55.150,61.30
55.239,61.40
55.327,61.50
55.415,61.60
55.503,61.70
55.591,61.80
55.679,61.90
55.766,62.00
55.855,62.10
55.942,62.20
56.031,62.30
56.120,62.40
56.209,62.50
56.298,62.60
56.386,62.70
56.475,62.80
56.565,62.90
56.654,63.00
56.743,63.10
56.831,63.20
56.920,63.30
57.008,63.40
57.097,63.50
57.185,63.60
57.273,63.70
57.361,63.80
57.451,63.90
57.539,64.00
57.629,64.10
57.718,64.20
57.808,64.30
57.898,64.40
57.988,64.50
58.078,64.60
58.167,64.70
58.256,64.80
58.345,64.90
58.434,65.00
58.522,65.10
58.610,65.20
58.698,65.30
58.785,65.40
58.872,65.50
58.959,65.60
59.045,65.70
59.132,65.80
59.218,65.90
59.304,66.00
59.390,66.10
59.475,66.20
59.561,66.30
59.646,66.40
59.732,66.50
59.817,66.60
59.902,66.70
59.988,66.80
60.074,66.90
60.159,67.00
60.245,67.10
60.330,67.20
60.417,67.30
60.503,67.40
60.589,67.50
60.675,67.60
60.759,67.70
60.845,67.80
60.931,67.90
61.017,68.00
61.104,68.10
61.190,68.20
61.277,68.30
61.365,68.40
61.452,68.50
61.540,68.60
61.627,68.70
61.715,68.80
61.803,68.90
61.891,69.00
61.979,69.10
62.067,69.20
62.155,69.30
62.244,69.40
62.333,69.50
62.421,69.60
62.509,69.70
62.597,69.80
62.686,69.90
62.775,70.00
62.863,70.10
62.951,70.20
63.039,70.30
63.126,70.40
63.214,70.50
63.302,70.60
63.388,70.70
63.476,70.80
63.564,70.90
63.651,71.00
63.738,71.10
63.825,71.20
63.912,71.30
64.000,71.40
64.087,71.50
64.174,71.60
64.260,71.70
64.347,71.80
64.435,71.90
64.522,72.00
64.609,72.10
64.696,72.20
64.784,72.30
64.873,72.40
64.961,72.50
65.050,72.60
65.138,72.70
65.226,72.80
65.315,72.90
65.403,73.00
65.492,73.10
65.580,73.20
65.669,73.30
65.757,73.40
65.846,73.50
65.935,73.60
66.022,73.70
66.112,73.80
66.201,73.90
66.290,74.00
66.379,74.10
66.467,74.20
66.557,74.30
66.646,74.40
66.736,74.50
66.825,74.60
66.914,74.70
67.004,74.80
67.094,74.90
67.183,75.00
67.273,75.10
67.362,75.20
67.452,75.30
67.542,75.40
67.631,75.50
67.721,75.60
67.810,75.70
67.900,75.80
67.989,75.90
68.079,76.00
68.168,76.10
68.258,76.20
68.348,76.30
68.439,76.40
68.529,76.50
68.620,76.60
68.709,76.70
68.799,76.80
68.890,76.90
68.980,77.00
69.071,77.10
69.161,77.20
69.251,77.30
69.340,77.40
69.429,77.50
69.517,77.60
69.605,77.70
69.693,77.80
69.781,77.90
69.868,78.00
69.957,78.10
70.044,78.20
70.133,78.30
70.222,78.40
70.310,78.50
70.399,78.60
70.487,78.70
70.576,78.80
70.666,78.90
70.754,79.00
70.844,79.10
70.932,79.20
71.022,79.30
71.112,79.40
71.202,79.50
71.292,79.60
71.381,79.70
71.471,79.80
71.562,79.90
71.652,80.00
71.742,80.10
71.832,80.20
71.923,80.30
72.014,80.40
72.105,80.50
72.195,80.60
72.285,80.70
72.376,80.80
72.467,80.90
72.558,81.00
72.649,81.10
72.740,81.20
72.831,81.30
72.921,81.40
73.012,81.50
73.103,81.60
73.192,81.70
73.283,81.80
73.374,81.90
73.465,82.00
73.556,82.10
73.646,82.20
73.738,82.30
73.830,82.40
73.921,82.50
74.013,82.60
74.103,82.70
74.195,82.80
74.286,82.90
74.376,83.00
74.467,83.10
74.557,83.20
74.647,83.30
74.737,83.40
74.826,83.50
74.915,83.60
75.003,83.70
75.091,83.80
75.180,83.90
75.268,84.00
75.357,84.10
75.444,84.20
75.531,84.30
75.618,84.40
75.705,84.50
75.792,84.60
75.879,84.70
75.966,84.80
76.053,84.90
76.139,85.00
76.226,85.10
76.312,85.20
76.399,85.30
76.486,85.40
76.573,85.50
76.660,85.60
76.747,85.70
76.834,85.80
76.921,85.90
77.008,86.00
77.096,86.10
77.183,86.20
77.270,86.30
77.358,86.40
77.445,86.50
77.532,86.60
77.619,86.70
77.707,86.80
77.795,86.90
77.882,87.00
77.970,87.10
78.057,87.20
78.146,87.30
78.234,87.40
78.322,87.50
78.410,87.60
78.497,87.70
78.586,87.80
78.674,87.90
78.761,88.00
78.850,88.10
78.937,88.20
79.026,88.30
79.114,88.40
79.203,88.50
79.291,88.60
79.379,88.70
79.468,88.80
79.557,88.90
79.645,89.00
79.734,89.10
79.822,89.20
79.911,89.30
79.999,89.40
80.087,89.50
80.175,89.60
80.263,89.70
80.351,89.80
80.440,89.90
80.527,90.00
80.615,90.10
80.703,90.20
80.791,90.30
80.879,90.40
80.967,90.50
81.054,90.60
81.142,90.70
81.230,90.80
81.318,90.90
81.405,91.00
81.494,91.10
81.581,91.20
81.670,91.30
81.758,91.40
81.847,91.50
81.935,91.60
82.023,91.70
82.112,91.80
82.202,91.90
82.291,92.00
82.380,92.10
82.469,92.20
82.558,92.30
82.648,92.40
82.737,92.50
82.827,92.60
82.916,92.70
83.006,92.80
83.095,92.90
83.185,93.00
83.275,93.10
83.365,93.20
83.455,93.30
83.546,93.40
83.637,93.50
83.727,93.60
83.816,93.70
83.907,93.80
83.998,93.90
84.087,94.00
84.177,94.10
84.266,94.20
84.356,94.30
84.445,94.40
84.533,94.50
84.622,94.60
84.709,94.70
84.797,94.80
84.885,94.90
84.972,95.00
85.061,95.10
85.148,95.20
85.237,95.30
85.325,95.40
85.414,95.50
85.503,95.60
85.591,95.70
85.680,95.80
85.769,95.90
85.858,96.00
85.947,96.10
86.036,96.20
86.126,96.30
86.216,96.40
86.306,96.50
86.395,96.60
86.484,96.70
86.573,96.80
86.662,96.90
86.751,97.00
86.839,97.10
86.927,97.20
87.015,97.30
87.103,97.40
87.190,97.50
87.277,97.60
87.363,97.70
87.450,97.80
87.536,97.90
87.622,98.00
87.709,98.10
87.794,98.20
87.880,98.30
87.965,98.40
88.051,98.50
88.136,98.60
88.221,98.70
88.307,98.80
88.393,98.90
88.479,99.00
88.565,99.10
88.650,99.20
88.736,99.30
88.823,99.40
88.909,99.50
88.995,99.60
89.081,99.70
89.167,99.80
89.254,99.90
89.340,100.00
89.427,100.10
89.512,100.20
89.598,100.30
89.684,100.40
89.770,100.50
89.856,100.60
89.941,100.70
90.027,100.80
90.113,100.90
90.199,101.00
90.285,101.10
90.370,101.20
90.457,101.30
90.543,101.40
90.630,101.50
90.716,101.60
90.802,101.70
90.889,101.80
90.976,101.90
91.063,102.00
91.149,102.10
91.236,102.20
91.323,102.30
91.410,102.40
91.497,102.50
91.584,102.60
91.670,102.70
91.758,102.80
91.845,102.90
91.933,103.00
92.020,103.10
92.108,103.20
92.195,103.30
92.282,103.40
92.370,103.50
92.457,103.60
92.543,103.70
92.630,103.80
92.717,103.90
92.804,104.00
92.891,104.10
92.977,104.20
93.064,104.30
93.151,104.40
93.237,104.50
93.324,104.60
93.410,104.70
93.497,104.80
93.584,104.90
93.670,105.00
93.756,105.10
93.842,105.20
93.928,105.30
94.014,105.40
94.099,105.50
94.185,105.60
94.270,105.70
94.356,105.80
94.442,105.90
94.529,106.00
94.615,106.10
94.701,106.20
94.787,106.30
94.875,106.40
94.961,106.50
95.048,106.60
95.134,106.70
95.222,106.80
95.309,106.90
95.397,107.00
95.485,107.10
95.572,107.20
95.660,107.30
95.749,107.40
95.837,107.50
95.926,107.60
96.014,107.70
96.104,107.80
96.193,107.90
96.283,108.00
96.373,108.10
96.462,108.20
96.552,108.30
96.642,108.40
96.733,108.50
96.823,108.60
96.912,108.70
97.003,108.80
97.094,108.90
97.185,109.00
97.276,109.10
97.367,109.20
97.458,109.30
97.551,109.40
97.643,109.50
97.735,109.60
97.826,109.70
97.918,109.80
98.011,109.90
98.102,110.00
98.195,110.10
98.286,110.20
98.378,110.30
98.469,110.40
98.560,110.50
98.651,110.60
98.741,110.70
98.832,110.80
98.923,110.90
99.013,111.00
99.104,111.10
99.194,111.20
99.285,111.30
99.375,111.40
99.466,111.50
99.556,111.60
99.646,111.70
99.736,111.80
99.827,111.90
99.917,112.00
100.008,112.10
100.099,112.20
100.190,112.30
100.281,112.40
100.373,112.50
100.464,112.60
100.555,112.70
100.647,112.80
100.739,112.90
100.830,113.00
100.922,113.10
101.013,113.20
101.106,113.30
101.198,113.40
101.291,113.50
101.384,113.60
101.475,113.70
101.568,113.80
101.662,113.90
101.755,114.00
101.848,114.10
101.941,114.20
102.035,114.30
102.129,114.40
102.222,114.50
102.316,114.60
102.409,114.70
102.504,114.80
102.598,114.90
102.692,115.00
102.787,115.10
102.882,115.20
102.978,115.30
103.074,115.40
103.170,115.50
103.266,115.60
103.361,115.70
103.457,115.80
103.553,115.90
103.648,116.00
103.744,116.10
103.838,116.20
103.932,116.30
104.025,116.40
104.118,116.50
104.211,116.60
104.302,116.70
104.394,116.80
104.486,116.90
104.577,117.00
104.669,117.10
104.759,117.20
104.850,117.30
104.940,117.40
105.030,117.50
105.120,117.60
105.209,117.70
105.299,117.80
105.389,117.90
105.478,118.00
105.567,118.10
105.655,118.20
105.743,118.30
105.832,118.40
105.920,118.50
106.008,118.60
106.095,118.70
106.184,118.80
106.272,118.90
106.360,119.00
106.448,119.10
106.535,119.20
106.623,119.30
106.711,119.40
106.799,119.50
106.886,119.60
106.973,119.70
107.060,119.80
107.148,119.90
107.234,120.00
107.322,120.10
107.408,120.20
107.496,120.30
107.583,120.40
107.670,120.50
107.757,120.60
107.844,120.70
107.931,120.80
108.019,120.90
108.106,121.00
108.194,121.10
108.281,121.20
108.368,121.30
108.454,121.40
108.540,121.50
108.626,121.60
108.711,121.70
108.797,121.80
108.883,121.90
108.968,122.00
109.054,122.10
109.138,122.20
109.224,122.30
109.309,122.40
109.394,122.50
109.479,122.60
109.564,122.70
109.649,122.80
109.734,122.90
109.820,123.00
109.905,123.10
109.990,123.20
110.076,123.30
110.162,123.40
110.248,123.50
110.333,123.60
110.418,123.70
110.504,123.80
110.591,123.90
110.676,124.00
110.763,124.10
110.848,124.20
110.935,124.30
111.021,124.40
111.107,124.50
111.194,124.60
111.279,124.70
111.366,124.80
111.453,124.90
111.539,125.00
111.625,125.10
111.711,125.20
111.798,125.30
111.885,125.40
111.972,125.50
112.059,125.60
112.146,125.70
112.233,125.80
112.321,125.90
112.408,126.00
112.496,126.10
112.583,126.20
112.671,126.30
112.758,126.40
112.846,126.50
112.934,126.60
113.020,126.70
113.109,126.80
113.197,126.90
113.284,127.00
113.373,127.10
113.460,127.20
113.548,127.30
113.636,127.40
113.724,127.50
113.811,127.60
113.897,127.70
113.985,127.80
114.072,127.90
114.160,128.00
114.247,128.10
114.334,128.20
114.422,128.30
114.509,128.40
114.597,128.50
114.684,128.60
114.771,128.70
114.859,128.80
114.947,128.90
115.035,129.00
115.124,129.10
115.211,129.20
115.299,129.30
115.388,129.40
115.476,129.50
115.564,129.60
115.652,129.70
115.741,129.80
115.830,129.90
115.919,130.00
116.008,130.10
116.096,130.20
116.185,130.30
116.275,130.40
116.365,130.50
116.454,130.60
116.544,130.70
116.634,130.80
116.724,130.90
116.815,131.00
116.906,131.10
116.996,131.20
117.088,131.30
117.180,131.40
117.272,131.50
117.364,131.60
117.455,131.70
117.548,131.80
117.640,131.90
117.732,132.00
117.825,132.10
117.917,132.20
118.010,132.30
118.103,132.40
118.195,132.50
118.288,132.60
118.380,132.70
118.472,132.80
118.565,132.90
118.657,133.00
118.749,133.10
118.841,133.20
118.933,133.30
119.025,133.40
119.117,133.50
119.209,133.60
119.300,133.70
119.392,133.80
119.484,133.90
119.576,134.00
119.668,134.10
119.759,134.20
119.851,134.30
119.943,134.40
120.034,134.50
120.126,134.60
120.218,134.70
120.310,134.80
120.402,134.90
120.494,135.00
120.587,135.10
120.678,135.20
120.770,135.30
120.862,135.40
120.954,135.50
121.046,135.60
121.137,135.70
121.229,135.80
121.321,135.90
121.412,136.00
121.504,136.10
121.595,136.20
121.686,136.30
121.777,136.40
121.868,136.50
121.959,136.60
122.048,136.70
122.139,136.80
122.229,136.90
122.319,137.00
122.410,137.10
122.499,137.20
122.590,137.30
122.681,137.40
122.772,137.50
122.864,137.60
122.955,137.70
123.047,137.80
123.139,137.90
123.231,138.00
123.324,138.10
123.416,138.20
123.509,138.30
123.603,138.40
123.697,138.50
123.790,138.60
123.884,138.70
123.978,138.80
124.073,138.90
124.167,139.00
124.263,139.10
124.357,139.20
124.453,139.30
124.549,139.40
124.646,139.50
124.742,139.60
124.837,139.70
124.934,139.80
125.031,139.90
125.127,140.00
125.223,140.10
125.319,140.20
125.415,140.30
125.510,140.40
125.606,140.50
125.701,140.60
125.795,140.70
125.890,140.80
125.985,140.90
126.079,141.00
126.173,141.10
126.266,141.20
126.359,141.30
126.452,141.40
126.545,141.50
126.638,141.60
126.729,141.70
126.821,141.80
126.914,141.90
127.005,142.00
127.096,142.10
127.187,142.20
127.277,142.30
127.368,142.40
127.459,142.50
127.550,142.60
127.640,142.70
127.731,142.80
127.823,142.90
127.913,143.00
128.005,143.10
128.095,143.20
128.185,143.30
128.275,143.40
128.365,143.50
128.455,143.60
128.544,143.70
128.634,143.80
128.724,143.90
128.813,144.00
128.903,144.10
128.992,144.20
129.082,144.30
129.172,144.40
129.262,144.50
129.351,144.60
129.440,144.70
129.530,144.80
129.620,144.90
129.710,145.00
129.800,145.10
129.889,145.20
129.979,145.30
130.069,145.40
130.158,145.50
130.248,145.60
130.338,145.70
130.428,145.80
130.518,145.90
130.608,146.00
130.699,146.10
130.789,146.20
130.880,146.30
130.970,146.40
131.061,146.50
131.151,146.60
131.241,146.70
131.331,146.80
131.422,146.90
131.513,147.00
131.604,147.10
131.694,147.20
131.785,147.30
131.876,147.40
131.967,147.50
132.059,147.60
132.149,147.70
132.240,147.80
132.332,147.90
132.423,148.00
132.514,148.10
132.605,148.20
132.697,148.30
132.789,148.40
132.881,148.50
132.973,148.60
133.064,148.70
133.157,148.80
133.250,148.90
133.342,149.00
133.435,149.10
133.527,149.20
133.620,149.30
133.714,149.40
133.807,149.50
133.900,149.60
133.993,149.70
134.087,149.80
134.181,149.90
134.275,150.00
134.369,150.10
134.463,150.20
134.557,150.30
134.652,150.40
134.746,150.50
134.841,150.60
134.935,150.70
135.030,150.80
135.125,150.90
135.219,151.00
135.314,151.10
135.407,151.20
135.502,151.30
135.598,151.40
135.693,151.50
135.788,151.60
135.883,151.70
135.979,151.80
136.074,151.90
136.169,152.00
136.264,152.10
136.359,152.20
136.453,152.30
136.548,152.40
136.642,152.50
136.737,152.60
136.829,152.70
136.923,152.80
137.016,152.90
137.109,153.00
137.202,153.10
137.294,153.20
137.388,153.30
137.481,153.40
137.573,153.50
137.666,153.60
137.758,153.70
137.852,153.80
137.945,153.90
138.038,154.00
138.132,154.10
138.224,154.20
138.318,154.30
138.412,154.40
138.505,154.50
138.599,154.60
138.692,154.70
138.786,154.80
138.880,154.90
138.974,155.00
139.068,155.10
139.162,155.20
139.257,155.30
139.351,155.40
139.446,155.50
139.541,155.60
139.635,155.70
139.730,155.80
139.825,155.90
139.920,156.00
140.015,156.10
140.109,156.20
140.204,156.30
140.299,156.40
140.394,156.50
140.489,156.60
140.583,156.70
140.678,156.80
140.773,156.90
140.868,157.00
140.963,157.10
141.057,157.20
141.152,157.30
141.248,157.40
141.344,157.50
141.440,157.60
141.535,157.70
141.631,157.80
141.728,157.90
141.824,158.00
141.921,158.10
142.017,158.20
142.114,158.30
142.211,158.40
142.307,158.50
142.403,158.60
142.498,158.70
142.594,158.80
142.690,158.90
142.785,159.00
142.881,159.10
142.976,159.20
143.072,159.30
143.168,159.40
143.264,159.50
143.360,159.60
143.455,159.70
143.551,159.80
143.647,159.90
143.743,160.00
143.839,160.10
143.935,160.20
144.031,160.30
144.128,160.40
144.224,160.50
144.321,160.60
144.417,160.70
144.514,160.80
144.610,160.90
144.707,161.00
144.804,161.10
144.900,161.20
144.998,161.30
145.095,161.40
145.192,161.50
145.289,161.60
145.384,161.70
145.481,161.80
145.577,161.90
145.673,162.00
145.769,162.10
145.865,162.20
145.961,162.30
146.057,162.40
146.152,162.50
146.247,162.60
146.342,162.70
146.437,162.80
146.532,162.90
146.626,163.00
146.721,163.10
146.815,163.20
146.910,163.30
147.005,163.40
147.099,163.50
147.194,163.60
147.287,163.70
147.382,163.80
147.477,163.90
147.571,164.00
147.666,164.10
147.760,164.20
147.855,164.30
147.949,164.40
148.044,164.50
148.138,164.60
148.231,164.70
148.325,164.80
148.420,164.90
148.513,165.00
148.607,165.10
148.699,165.20
148.792,165.30
148.885,165.40
148.978,165.50
149.072,165.60
149.164,165.70
149.257,165.80
149.350,165.90
149.442,166.00
149.535,166.10
149.627,166.20
149.720,166.30
149.812,166.40
149.905,166.50
149.997,166.60
150.089,166.70
150.181,166.80
150.274,166.90
150.365,167.00
150.458,167.10
150.548,167.20
150.640,167.30
150.732,167.40
150.823,167.50
150.915,167.60
151.006,167.70
151.098,167.80
151.189,167.90
151.280,168.00
151.372,168.10
151.462,168.20
151.553,168.30
151.644,168.40
151.735,168.50
151.825,168.60
151.915,168.70
152.007,168.80
152.098,168.90
152.189,169.00
152.280,169.10
152.370,169.20
152.461,169.30
152.552,169.40
152.642,169.50
152.733,169.60
152.823,169.70
152.914,169.80
153.005,169.90
153.096,170.00
153.188,170.10
153.278,170.20
153.369,170.30
153.461,170.40
153.553,170.50
153.645,170.60
153.736,170.70
153.828,170.80
153.921,170.90
154.014,171.00
154.107,171.10
154.199,171.20
154.292,171.30
154.385,171.40
154.478,171.50
154.571,171.60
154.664,171.70
154.757,171.80
154.851,171.90
154.944,172.00
155.038,172.10
155.132,172.20
155.226,172.30
155.321,172.40
155.415,172.50
155.510,172.60
155.603,172.70
155.698,172.80
155.794,172.90
155.890,173.00
155.986,173.10
156.081,173.20
156.178,173.30
156.275,173.40
156.371,173.50
156.468,173.60
156.564,173.70
156.661,173.80
156.758,173.90
156.854,174.00
156.951,174.10
